template,code,meaning
MR Bladder,RID1559,procedure
MR Bladder,RID11582,contrast agent
MR Bladder,RID13166,clinical information
MR Bladder,RID28483,comparison
MR Bladder,RID5945,anatomic sub-part
MR Bladder,RID13390,anatomical structure
MR Bladder,RID28454,none
MR Bladder,RID5687,partial
MR Bladder,RID5689,complete
MR Bladder,RID5990,muscularis
MR Bladder,RID3798,lymphadenopathy
MR Bladder,RID58,liver
MR Bladder,RID13170,impression section
MR Brachial Plexus-44,RID7202,brachial plexus
MR Brachial Plexus-44,RID10312,magnetic resonance imaging
MR Brachial Plexus-44,RID1559,procedure
MR Brachial Plexus-44,RID11582,contrast agent
MR Brachial Plexus-44,RID13166,clinical information
MR Brachial Plexus-44,RID28483,comparison
MR Brachial Plexus-44,RID7361,spinal cord
MR Brachial Plexus-44,RID16503,set of cords of brachial nerve plexus
MR Brachial Plexus-44,RID28591,set of ribs
MR Brachial Plexus-44,RID13170,impression section
MR Brain,RID6434,brain
MR Brain,RID9080,head
MR Brain,RID10312,magnetic resonance imaging
MR Brain,RID1559,procedure
MR Brain,RID28482,imaging technique
MR Brain,RID11582,contrast agent
MR Brain,RID13166,clinical information
MR Brain,RID28483,comparison
MR Brain,RID7113,extramedullary space
MR Brain,RID6383,intracranial
MR Brain,RID4700,hemorrhage
MR Brain,RID13786,ventricular system of brain
MR Brain,RID7187,interpeduncular cistern
MR Brain,RID5978,parenchyma
MR Brain,RID6437,telencephalon
MR Brain,RID10445,deviation position
MR Brain,RID6815,cerebellum
MR Brain,RID6677,brainstem
MR Brain,RID9196,skull
MR Brain,RID28822,vascular region
MR Brain,RID28579,paranasal sinuses
MR Brain,RID10144,mastoid air cell
MR Brain,RID28601,orbits
MR Brain,RID5687,partial
MR Brain,RID28674,cervical spine region
MR Brain,RID7741,spine
MR Brain,RID5684,limited
MR Brain,RID9286,sella turcica
MR Brain,RID9196,skull
MR Brain,RID5949,base
MR Brain,RID38594,bone marrow
MR Brain,RID13170,impression section
MR Cervello,RID6434,brain
MR Cervello,RID9080,head
MR Cervello,RID10312,magnetic resonance imaging
MR Cervello,RID1559,procedure
MR Cervello,RID28482,imaging technique
MR Cervello,RID11582,contrast agent
MR Cervello,RID13166,clinical information
MR Cervello,RID28483,comparison
MR Cervello,RID7113,extramedullary space
MR Cervello,RID6383,intracranial
MR Cervello,RID4700,hemorrhage
MR Cervello,RID13786,ventricular system of brain
MR Cervello,RID7187,interpeduncular cistern
MR Cervello,RID5978,parenchyma
MR Cervello,RID6437,telencephalon
MR Cervello,RID10445,deviation position
MR Cervello,RID6815,cerebellum
MR Cervello,RID6677,brainstem
MR Cervello,RID9196,skull
MR Cervello,RID28822,vascular region
MR Cervello,RID28579,paranasal sinuses
MR Cervello,RID10144,mastoid air cell
MR Cervello,RID28601,orbits
MR Cervello,RID5687,partial
MR Cervello,RID28674,cervical spine region
MR Cervello,RID7741,spine
MR Cervello,RID5684,limited
MR Cervello,RID9286,sella turcica
MR Cervello,RID9196,skull
MR Cervello,RID5949,base
MR Cervello,RID38594,bone marrow
MR Cervello,RID13170,impression section
MR Enterography,RID28549,enterography
MR Enterography,RID10312,magnetic resonance imaging
MR Enterography,RID132,small intestine
MR Enterography,RID1559,procedure
MR Enterography,RID11582,contrast agent
MR Enterography,RID13166,clinical information
MR Enterography,RID28483,comparison
MR Enterography,RID10,image quality
MR Enterography,RID132,small intestine
MR Enterography,RID130,intestine
MR Enterography,RID5987,wall
MR Enterography,RID28509,thickening
MR Enterography,RID5945,anatomic sub-part
MR Enterography,RID13390,anatomical structure
MR Enterography,RID6054,enhancement characteristic
MR Enterography,RID4843,fistula
MR Enterography,RID3711,abscess
MR Enterography,RID164,anus
MR Enterography,RID3798,lymphadenopathy
MR Enterography,RID114,stomach
MR Enterography,RID134,duodenum
MR Enterography,RID31011,colon
MR Enterography,RID58,liver
MR Enterography,RID187,gallbladder
MR Enterography,RID170,pancreas
MR Enterography,RID86,spleen
MR Enterography,RID28752,set of adrenal glands
MR Enterography,RID205,kidney
MR Enterography,RID1354,lower lung zone
MR Enterography,RID28569,set of bones
MR Enterography,RID13170,impression section
MR Hip,RID2639,hip
MR Hip,RID10312,magnetic resonance imaging
MR Hip,RID1559,procedure
MR Hip,RID5825,right
MR Hip,RID2639,hip
MR Hip,RID5824,left
MR Hip,RID2639,hip
MR Hip,RID13166,clinical information
MR Hip,RID28483,comparison
MR Hip,RID5817,location descriptor
MR Hip,RID6063,musculoskeletal region
MR Hip,RID2644,acetabular labrum
MR Hip,RID2643,articular cartilage of femoral head
MR Hip,RID2642,articular cartilage of acetabulum
MR Hip,RID2646,capsule of hip joint
MR Hip,RID2648,ligament of hip joint
MR Hip,RID6064,flexor muscle
MR Hip,RID6065,extensor muscle
MR Hip,RID3165,abductor hallucis muscle
MR Hip,RID2710,adductor brevis muscle
MR Hip,RID2708,adductor longus muscle
MR Hip,RID32445,rotator muscle
MR Hip,RID2713,hamstring muscle
MR Hip,RID16263,set of nerves
MR Hip,RID11185,soft tissue administration
MR Hip,RID30969,set of viscera
MR Hip,RID13170,impression section
MR Orbits,RID10312,magnetic resonance imaging
MR Orbits,RID9573,orbit
MR Orbits,RID1559,procedure
MR Orbits,RID13166,clinical information
MR Orbits,RID28483,comparison
MR Orbits,RID3874,mass
MR Orbits,RID9592,globe
MR Orbits,RID9196,skull
MR Orbits,RID9573,orbit
MR Orbits,RID13473,optic nerve-tract complex
MR Orbits,RID16429,set of optic nerves
MR Orbits,RID9699,extraocular muscle
MR Orbits,RID9760,lacrimal apparatus
MR Orbits,RID9573,orbit
MR Orbits,RID5946,apex
MR Orbits,RID3874,mass
MR Orbits,RID9592,globe
MR Orbits,RID9196,skull
MR Orbits,RID9573,orbit
MR Orbits,RID13473,optic nerve-tract complex
MR Orbits,RID16429,set of optic nerves
MR Orbits,RID9699,extraocular muscle
MR Orbits,RID9760,lacrimal apparatus
MR Orbits,RID9573,orbit
MR Orbits,RID5946,apex
MR Orbits,RID6434,brain
MR Orbits,RID1094,cavernous sinus
MR Orbits,RID5765,multiple
MR Orbits,RID13170,impression section
MR Pelvis w and wo contrast - Rectal Cancer,RID465,inguinal lymph node
MR Pelvis w and wo contrast - Rectal Cancer,RID466,pararectal lymph node
MR Pelvis w and wo contrast - Rectal Cancer,RID463,internal iliac lymph node group
MR Pelvis w and wo contrast - Rectal Cancer,RID49442,indication
MR Pelvis w and wo contrast - Rectal Cancer,RID5231,metastasis
MR Pelvis w and wo contrast - Rectal Cancer,RID13173,normal
MR Pelvis w and wo contrast - Rectal Cancer,RID11181,rectal
MR Temporomandibular Joint,RID10312,magnetic resonance imaging
MR Temporomandibular Joint,RID9779,temporomandibular joint
MR Temporomandibular Joint,RID1559,procedure
MR Temporomandibular Joint,RID28483,comparison
MR Temporomandibular Joint,RID13170,impression section
MR Wrist,RID10312,magnetic resonance imaging
MR Wrist,RID2177,wrist
MR Wrist,RID1559,procedure
MR Wrist,RID2177,wrist
MR Wrist,RID5825,right
MR Wrist,RID5824,left
MR Wrist,RID13166,clinical information
MR Wrist,RID28483,comparison
MR Wrist,RID10447,ulnar deviation position
MR Wrist,RID28454,none
MR Wrist,RID4784,positive ulnar variance
MR Wrist,RID4783,negative ulnar variance
MR Wrist,RID2203,distal radioulnar joint
MR Wrist,RID2177,wrist
MR Wrist,RID4809,instability
MR Wrist,RID28454,none
MR Wrist,RID5848,ventral
MR Wrist,RID4809,instability
MR Wrist,RID5847,dorsal
MR Wrist,RID4809,instability
MR Wrist,RID4872,effusion
MR Wrist,RID28454,none
MR Wrist,RID5671,mild
MR Wrist,RID5672,moderate
MR Wrist,RID5673,severe
MR Wrist,RID4872,effusion
MR Wrist,RID2203,distal radioulnar joint
MR Wrist,RID2259,scapholunate ligament
MR Wrist,RID2260,lunotriquetral ligament
MR Wrist,RID2223,triangular fibrocartilage
MR Wrist,RID6118,facet
MR Wrist,RID2314,carpal tunnel
MR Wrist,RID7246,median nerve
MR Wrist,RID2316,Guyon canal
MR Wrist,RID28569,set of bones
MR Wrist,RID13196,muscle organ
MR Wrist,RID15990,vasculature of organ
MR Wrist,RID13170,impression section
MRA Neck,RID15989,vasculature
MRA Neck,RID49442,indication
MRI sacro-iliacale gewrichten,RID13166,clinical information
MRI sacro-iliacale gewrichten,RID13170,impression section
MRI sacro-iliacale gewrichten,RID28483,comparison
MRT Rektum-Karzinom (MRI rectal cancer),RID13166,Clinical information
MRT Rektum-Karzinom (MRI rectal cancer),RID13166,Clinical information
MRT Rektum-Karzinom (MRI rectal cancer),RID13166,Clinical information
MRT Rektum-Karzinom (MRI rectal cancer),RID39252,Chemotherapy
MRT Rektum-Karzinom (MRI rectal cancer),RID39252,Chemotherapy
MRT Rektum-Karzinom (MRI rectal cancer),RID28483,Comparison
MRT Rektum-Karzinom (MRI rectal cancer),RID28483,Comparison
MRT Rektum-Karzinom (MRI rectal cancer),RID45684,colorectal cancer
MRT Rektum-Karzinom (MRI rectal cancer),RID39273,tumor stage
MRT Rektum-Karzinom (MRI rectal cancer),RID39038,location
MRT Rektum-Karzinom (MRI rectal cancer),RID39123,length
Neonatal Enema,RID31011,colon
Neonatal Enema,RID10361,fluoroscopy
Neonatal Enema,RID1559,procedure
Neonatal Enema,RID11582,contrast agent
Neonatal Enema,RID10361,fluoroscopy
Neonatal Enema,RID10544,radiation exposure measure
Neonatal Enema,RID13166,clinical information
Neonatal Enema,RID28483,comparison
Neonatal Enema,RID130,intestine
Neonatal Enema,RID13440,caliber
Neonatal Enema,RID154,cecum
Neonatal Enema,RID13170,impression section
NM Bone Scan,RID34428,scintigraphy
NM Bone Scan,RID13208,skeletal system
NM Bone Scan,RID11692,radiopharmaceutical
NM Bone Scan,RID11320,activity at injection site
NM Bone Scan,RID13166,clinical information
NM Bone Scan,RID28483,comparison
NM Bone Scan,RID13197,bone organ
NM Bone Scan,RID11185,soft tissue administration
NM Bone Scan,RID205,kidney
NM Bone Scan,RID13170,impression section
NM Hepatobiliary,RID28753,biliary system
NM Hepatobiliary,RID58,liver
NM Hepatobiliary,RID34428,scintigraphy
NM Hepatobiliary,RID8,treatment
NM Hepatobiliary,RID11738,Tc-99m mebrofenin
NM Hepatobiliary,RID8,treatment
NM Hepatobiliary,RID28454,none
NM Hepatobiliary,RID11510,therapeutic response
NM Hepatobiliary,RID11510,therapeutic response
NM Hepatobiliary,RID13166,clinical information
NM Hepatobiliary,RID28483,comparison
NM Hepatobiliary,RID187,gallbladder
NM Hepatobiliary,RID13170,impression section
Orbits,RID5425,foreign body
Orbits,RID9573,orbit
Orbits,RID28601,orbits
Orbits,RID10345,projection radiography
Orbits,RID28483,comparison
Orbits,RID13170,impression section
Ovarian Cancer Follow Up CT,RID49553,intravenous contrast
Ovarian Cancer Follow Up CT,RID35817,oral contrast
Ovarian Cancer Follow Up CT,RID34539,pleural effusion
Ovarian Cancer Follow Up CT,RID325,vagina
Ovarian Cancer Follow Up CT,RID39537,set of ovaries
Ovarian Cancer Follow Up CT,RID13170,impression section
Ovarian Cancer Follow Up CT,RID1559,procedure
Ovarian Cancer Follow Up CT,RID34393,hydronephrosis
Ovarian Cancer Follow Up CT,RID1541,ascites
Ovarian Cancer Follow Up CT,RID28483,comparison
Ovarian Cancer Follow Up CT,RID163,rectum
Ovarian Cancer Follow Up CT,RID58,liver
Ovarian Cancer Follow Up CT,RID13166,clinical information
Ovarian Cancer Follow Up CT,RID302,uterus
Ovarian Cancer Follow Up MRI,RID1559,procedure
Ovarian Cancer Follow Up MRI,RID13170,impression section
Ovarian Cancer Follow Up MRI,RID163,rectum
Ovarian Cancer Follow Up MRI,RID325,vagina
Ovarian Cancer Follow Up MRI,RID39537,set of ovaries
Ovarian Cancer Follow Up MRI,RID34539,pleural effusion
Ovarian Cancer Follow Up MRI,RID30958,endometrium
Ovarian Cancer Follow Up MRI,RID302,uterus
Ovarian Cancer Follow Up MRI,RID28483,comparison
Ovarian Cancer Follow Up MRI,RID13166,clinical information section
Ovarian Cancer Follow Up MRI,RID58,liver
Ovarian Cancer Follow Up MRI,RID34393,hydronephrosis
Ovarian Cancer Follow Up MRI,RID1541,ascites
Ovarian Cancer Staging CT,RID13170,impression section
Ovarian Cancer Staging CT,RID34393,hydronephrosis
Ovarian Cancer Staging CT,RID1541,ascites
Ovarian Cancer Staging CT,RID1559,procedure
Ovarian Cancer Staging CT,RID30958,endometrium
Ovarian Cancer Staging CT,RID28483,comparison
Ovarian Cancer Staging CT,RID30135,wall of urinary bladder
Ovarian Cancer Staging CT,RID49553,intravenous contrast
Ovarian Cancer Staging CT,RID13166,clinical information section
Ovarian Cancer Staging CT,RID35817,oral contrast
Ovarian Cancer Staging CT,RID34539,pleural effusion
Ovarian Cancer Staging CT,RID32936,wall of rectum
Ovarian Cancer Staging CT,RID302,uterus
Ovarian Cancer Staging MRI,RID13170,impression section
Ovarian Cancer Staging MRI,RID302,uterus
Ovarian Cancer Staging MRI,RID34539,pleural effusion
Ovarian Cancer Staging MRI,RID28483,comparison
Ovarian Cancer Staging MRI,RID1559,procedure
Ovarian Cancer Staging MRI,RID30958,endometrium
Ovarian Cancer Staging MRI,RID34393,hydronephrosis
Ovarian Cancer Staging MRI,RID1541,ascites
Ovarian Cancer Staging MRI,RID30135,wall of urinary bladder
Ovarian Cancer Staging MRI,RID325,vagina
Ovarian Cancer Staging MRI,RID32936,wall of rectum
Ovarian Cancer Staging MRI,RID13166,clinical information section
Overizchtsopname abdomen,RID56,abdomen
Overizchtsopname abdomen,RID130,intestine
Overizchtsopname abdomen,RID4803,pneumoperitoneum
Overizchtsopname abdomen,RID10345,projection radiography
Overizchtsopname abdomen,RID1559,procedure
Overizchtsopname abdomen,RID13166,clinical information
Overizchtsopname abdomen,RID28483,comparison
Overizchtsopname abdomen,RID4803,pneumoperitoneum
Overizchtsopname abdomen,RID28453,abnormal
Overizchtsopname abdomen,RID34642,calcifications
Overizchtsopname abdomen,RID28569,set of bones
Overizchtsopname abdomen,RID13170,impression section
Overzichtsopname abdomen,RID56,abdomen
Overzichtsopname abdomen,RID10345,projection radiography
Overzichtsopname abdomen,RID1559,procedure
Overzichtsopname abdomen,RID28483,comparison
Overzichtsopname abdomen,RID13170,impression section
OVerzichtsopnamen abdomen,RID56,abdomen
OVerzichtsopnamen abdomen,RID10345,projection radiography
OVerzichtsopnamen abdomen,RID1559,procedure
OVerzichtsopnamen abdomen,RID28483,comparison
OVerzichtsopnamen abdomen,RID13170,impression section
Paranasal Sinuses,RID9554,paranasal sinus
Paranasal Sinuses,RID10345,projection radiography
Paranasal Sinuses,RID1559,procedure
Paranasal Sinuses,RID28483,comparison
Paranasal Sinuses,RID13170,impression section
Parathyroid Planar Scan,RID4211,adenoma
Parathyroid Planar Scan,RID7587,parathyroid gland
Parathyroid Planar Scan,RID11749,Tc-99m sestamibi
Parathyroid Planar Scan,RID1559,procedure
Parathyroid Planar Scan,RID28483,comparison
Parathyroid Planar Scan,RID13170,impression section
Parathyroid SPECT,RID4211,adenoma
Parathyroid SPECT,RID7587,parathyroid gland
Parathyroid SPECT,RID11749,Tc-99m sestamibi
Parathyroid SPECT,RID11846,technetium
Parathyroid SPECT,RID1559,procedure
Parathyroid SPECT,RID28483,comparison
Parathyroid SPECT,RID13170,impression section
Peds Swallow,RID5641,child
Peds Swallow,RID10361,fluoroscopy
Peds Swallow,RID13211,pharynx
Peds Swallow,RID1559,procedure
Peds Swallow,RID13166,clinical information
Peds Swallow,RID28483,comparison
Peds Swallow,RID1243,thorax
Peds Swallow,RID35817,oral contrast
Peds Swallow,RID12917,deployment technique
Peds Swallow,RID28812,function
Peds Swallow,RID28668,volume
Peds Swallow,RID35817,oral contrast
Peds Swallow,RID7672,glottis
Peds Swallow,RID5727,residual
Peds Swallow,RID7558,cricopharyngeus
Peds Swallow,RID5259,reflux
Peds Swallow,RID95,esophagus
Peds Swallow,RID13170,impression section
Peds Upper GI,RID5641,child
Peds Upper GI,RID134,duodenum
Peds Upper GI,RID95,esophagus
Peds Upper GI,RID10361,fluoroscopy
Peds Upper GI,RID114,stomach
Peds Upper GI,RID35817,oral contrast
Peds Upper GI,RID11087,route of administration
Peds Upper GI,RID28482,imaging technique
Peds Upper GI,RID28642,imaging technique modifier
Peds Upper GI,RID13166,clinical information
Peds Upper GI,RID28483,comparison
Peds Upper GI,RID5321,pulmonary aspiration
Peds Upper GI,RID95,esophagus
Peds Upper GI,RID114,stomach
Peds Upper GI,RID13173,normal
Peds Upper GI,RID5772,size descriptor
Peds Upper GI,RID134,duodenum
Peds Upper GI,RID134,duodenum
Peds Upper GI,RID32232,duodenojejunal junction
Peds Upper GI,RID5260,gastroesophageal reflux
Peds Upper GI,RID13170,impression section
Peds Upper GI,RID5260,gastroesophageal reflux
Peds Upper GI,RID130,intestine
Peds Upper GI,RID4812,malrotation
Peds Upper GI,RID134,duodenum
Peds Upper GI,RID4962,obstruction
Peds VCUG,RID5641,child
Peds VCUG,RID10361,fluoroscopy
Peds VCUG,RID237,urinary bladder
Peds VCUG,RID34433,voiding urethrography
Peds VCUG,RID10345,projection radiography
Peds VCUG,RID237,urinary bladder
Peds VCUG,RID11582,contrast agent
Peds VCUG,RID28668,volume
Peds VCUG,RID28482,imaging technique
Peds VCUG,RID28642,imaging technique modifier
Peds VCUG,RID10361,fluoroscopy
Peds VCUG,RID10361,fluoroscopy
Peds VCUG,RID10544,radiation exposure measure
Peds VCUG,RID13166,clinical information
Peds VCUG,RID28483,comparison
Peds VCUG,RID27,atypical
Peds VCUG,RID5196,calcification
Peds VCUG,RID3874,mass
Peds VCUG,RID11185,soft tissue administration
Peds VCUG,RID28569,set of bones
Peds VCUG,RID34640,ureterocele
Peds VCUG,RID5957,contour
Peds VCUG,RID5261,vesicoureteral reflux
Peds VCUG,RID34890,urethra
Peds VCUG,RID5727,residual
Peds VCUG,RID28668,volume
Peds VCUG,RID13170,impression section
Pelvis,RID2507,pelvis
Pelvis,RID10345,projection radiography
Pelvis,RID28483,comparison
Pelvis,RID13170,impression section
PET-CT Oncologic,RID3957,neoplasm
PET-CT Oncologic,RID10341,PET-CT
PET-CT Oncologic,RID13166,clinical information
PET-CT Oncologic,RID28483,comparison
PET-CT Oncologic,RID34302,foci
PET-CT Oncologic,RID1385,heart
PET-CT Oncologic,RID15990,vasculature of organ
PET-CT Oncologic,RID1385,heart
PET-CT Oncologic,RID3798,lymphadenopathy
PET-CT Oncologic,RID34539,pleural effusion
PET-CT Oncologic,RID58,liver
PET-CT Oncologic,RID86,spleen
PET-CT Oncologic,RID170,pancreas
PET-CT Oncologic,RID187,gallbladder
PET-CT Oncologic,RID480,aorta
PET-CT Oncologic,RID205,kidney
PET-CT Oncologic,RID30008,anterior abdominal wall
PET-CT Oncologic,RID28847,lymph node group
PET-CT Oncologic,RID34302,foci
PET-CT Oncologic,RID30020,subdivision of pelvis
PET-CT Oncologic,RID30970,set of pelvic viscera
PET-CT Oncologic,RID4803,pneumoperitoneum
PET-CT Oncologic,RID1547,fluid
PET-CT Oncologic,RID13296,lymph node
PET-CT Oncologic,RID5121,spondylosis deformans
PET-CT Oncologic,RID13170,impression section
PET-CT Oncologic,RID13051,(unspecified)
PET-CT Oncologic,RID11565,response to treatment
PET-CT Oncologic,RID11511,complete imaging response
PET-CT Oncologic,RID11513,partial response
PET-CT Oncologic,RID11515,progressive disease
PET-CT Oncologic,RID11514,stable disease
PICC Exchange,RID5576,catheter
PICC Exchange,RID5581,peripheral intravenous central catheter
PICC Exchange,RID28483,comparison
PICC Exchange,RID13170,impression section
PICC Insertion,RID5576,catheter
PICC Insertion,RID5581,peripheral intravenous central catheter
PICC Insertion,RID1243,thorax
PICC Insertion,RID28483,comparison
PICC Insertion,RID13170,impression section
PICC Removal,RID5576,catheter
PICC Removal,RID5581,peripheral intravenous central catheter
PICC Removal,RID1559,procedure
PICC Removal,RID28483,comparison
PICC Removal,RID28454,none
PICC Removal,RID13170,impression section
Rad Chest 2 Views,RID1385,heart
Rad Chest 2 Views,RID13173,normal
Rad Chest 2 Views,RID6336,osseous
Rad Chest 2 Views,RID13173,normal
Rad Chest 2 Views,RID5085,spine degeneration
Rad Chest 2 Views,RID4758,levoscoliosis
Rad Chest 2 Views,RID4757,dextroscoliosis
Rad Chest 2 Views,RID4756,scoliosis
Rad Chest 2 Views,RID13170,impression section
Rad Chest 2 Views,RID13173,normal
Rad Chest 2 Views,RID38670,clear
Rad Chest 2 Views,RID28493,atelectasis
Rad Chest 2 Views,RID4872,effusion
Rad Chest 2 Views,RID4863,congestion
Rad Chest 2 Views,RID28493,atelectasis
Rad Chest 2 Views,RID28493,atelectasis
Rad Chest 2 Views,RID4872,effusion
Rad Chest 2 Views,RID4872,effusion
Rad Chest 2 Views,RID1384,mediastinum
Rad Chest 2 Views,RID13173,normal
Rad Chest 2 Views,RID1363,pleural space
Rad Chest 2 Views,RID13173,normal
Rad Chest 2 Views,RID34539,pleural effusion
Rad Chest 2 Views,RID34539,pleural effusion
Rad Chest 2 Views,RID34539,pleural effusion
Rad Chest 2 Views,RID34539,pleural effusion
Rad Chest 2 Views,RID13169,comparison image
"Radiografie abdomen, liggend en staand",RID56,abdomen
"Radiografie abdomen, liggend en staand",RID130,intestine
"Radiografie abdomen, liggend en staand",RID4803,pneumoperitoneum
"Radiografie abdomen, liggend en staand",RID10345,projection radiography
"Radiografie abdomen, liggend en staand",RID1559,procedure
"Radiografie abdomen, liggend en staand",RID13166,clinical information
"Radiografie abdomen, liggend en staand",RID28483,comparison
"Radiografie abdomen, liggend en staand",RID4803,pneumoperitoneum
"Radiografie abdomen, liggend en staand",RID28453,abnormal
"Radiografie abdomen, liggend en staand",RID34642,calcifications
"Radiografie abdomen, liggend en staand",RID28569,set of bones
"Radiografie abdomen, liggend en staand",RID13170,impression section
Radiografie abdomen,RID56,abdomen
Radiografie abdomen,RID10345,projection radiography
Radiografie abdomen,RID1559,procedure
Radiografie abdomen,RID13166,clinical information
Radiografie abdomen,RID56,abdomen
Radiografie abdomen,RID28803,pain
Radiografie abdomen,RID5787,distended
Radiografie abdomen,RID56,abdomen
Radiografie abdomen,RID28707,placement
Radiografie abdomen,RID5566,nasogastric tube
Radiografie abdomen,RID5729,postoperative
Radiografie abdomen,RID28483,comparison
Radiografie abdomen,RID28453,abnormal
Radiografie abdomen,RID34642,calcifications
Radiografie abdomen,RID28569,set of bones
Radiografie abdomen,RID13173,normal
Radiografie abdomen,RID13170,impression section
Radiografie pols beiderzijds,RID10345,projection radiography
Radiografie pols beiderzijds,RID2177,wrist
Radiografie pols beiderzijds,RID1559,procedure
Radiografie pols beiderzijds,RID28483,comparison
Radiografie pols beiderzijds,RID28569,set of bones
Radiografie pols beiderzijds,RID28711,set of joints
Radiografie pols beiderzijds,RID35730,portion of soft tissue
Radiografie pols beiderzijds,RID13170,impression section
Radiografie van de enkel,RID28545,ankle
Radiografie van de enkel,RID10345,projection radiography
Radiografie van de enkel,RID5821,side (laterality)
Radiografie van de enkel,RID5825,right
Radiografie van de enkel,RID5824,left
Radiografie van de enkel,RID5771,bilateral
Radiografie van de enkel,RID13060,imaging procedure
Radiografie van de enkel,RID13166,clinical information
Radiografie van de enkel,RID28483,comparison
Radiografie van de enkel,RID28569,bones (set of bones)
Radiografie van de enkel,RID5387,demineralization
Radiografie van de enkel,RID28711,set of joints
Radiografie van de enkel,RID13170,impression section
Radiografía de abdomen,RID56,abdomen
Radiografía de abdomen,RID10345,projection radiography
Radiografía de abdomen,RID1559,procedure
Radiografía de abdomen,RID13166,clinical information
Radiografía de abdomen,RID56,abdomen
Radiografía de abdomen,RID28803,pain
Radiografía de abdomen,RID5787,distended
Radiografía de abdomen,RID56,abdomen
Radiografía de abdomen,RID28707,placement
Radiografía de abdomen,RID5566,nasogastric tube
Radiografía de abdomen,RID5729,postoperative
Radiografía de abdomen,RID28483,comparison
Radiografía de abdomen,RID28453,abnormal
Radiografía de abdomen,RID34642,calcifications
Radiografía de abdomen,RID28569,set of bones
Radiografía de abdomen,RID13173,normal
Radiografía de abdomen,RID13170,impression section
Radiografía de Torax para detección de Tuberculosis-50140,RID10345,projection radiography
Radiografía de Torax para detección de Tuberculosis-50140,RID1243,thorax
Radiografía de Torax para detección de Tuberculosis-50140,RID29116,tuberculosis
Radiografía de Torax para detección de Tuberculosis-50140,RID13166,clinical information
Radiografía de Torax para detección de Tuberculosis-50140,RID29116,tuberculosis
Radiografía de Torax para detección de Tuberculosis-50140,RID28817,screening
Radiografía de Torax para detección de Tuberculosis-50140,RID28483,comparison
Radiografía de Torax para detección de Tuberculosis-50140,RID28486,observations section
Radiografía de Torax para detección de Tuberculosis-50140,RID28454,none
Radiografía de Torax para detección de Tuberculosis-50140,RID5825,right
Radiografía de Torax para detección de Tuberculosis-50140,RID5824,left
Radiografía de Torax para detección de Tuberculosis-50140,RID5701,diffuse
Radiografía de Torax para detección de Tuberculosis-50140,RID1301,lung
Radiografía de Torax para detección de Tuberculosis-50140,RID28668,volume
Radiografía de Torax para detección de Tuberculosis-50140,RID13173,normal
Radiografía de Torax para detección de Tuberculosis-50140,RID5884,hyperinflated
Radiografía de Torax para detección de Tuberculosis-50140,RID28799,interstitial lung disease
Radiografía de Torax para detección de Tuberculosis-50140,RID28454,none
Radiografía de Torax para detección de Tuberculosis-50140,RID5825,right
Radiografía de Torax para detección de Tuberculosis-50140,RID5824,left
Radiografía de Torax para detección de Tuberculosis-50140,RID5701,diffuse
Radiografía de Torax para detección de Tuberculosis-50140,RID28493,atelectasis
Radiografía de Torax para detección de Tuberculosis-50140,RID13173,normal
Radiografía de Torax para detección de Tuberculosis-50140,RID1315,lower lobe of right lung
Radiografía de Torax para detección de Tuberculosis-50140,RID1315,lower lobe of right lung
Radiografía de Torax para detección de Tuberculosis-50140,RID1327,upper lobe of left lung
Radiografía de Torax para detección de Tuberculosis-50140,RID1338,lower lobe of left lung
Radiografía de Torax para detección de Tuberculosis-50140,RID28454,none
Radiografía de Torax para detección de Tuberculosis-50140,RID35095,coin lesion
Radiografía de Torax para detección de Tuberculosis-50140,RID5765,multiple
Radiografía de Torax para detección de Tuberculosis-50140,RID35377,miliary pattern
Radiografía de Torax para detección de Tuberculosis-50140,RID28454,none
Radiografía de Torax para detección de Tuberculosis-50140,RID5671,mild
Radiografía de Torax para detección de Tuberculosis-50140,RID5672,moderate
Radiografía de Torax para detección de Tuberculosis-50140,RID5673,severe
Radiografía de Torax para detección de Tuberculosis-50140,RID480,aorta
Radiografía de Torax para detección de Tuberculosis-50140,RID13173,normal
Radiografía de Torax para detección de Tuberculosis-50140,RID480,aorta
Radiografía de Torax para detección de Tuberculosis-50140,RID5789,ectatic
Radiografía de Torax para detección de Tuberculosis-50140,RID480,aorta
Radiografía de Torax para detección de Tuberculosis-50140,RID3321,aneurysm
Radiografía de Torax para detección de Tuberculosis-50140,RID28588,set of pulmonary veins
Radiografía de Torax para detección de Tuberculosis-50140,RID28586,set of pulmonary arteries
Radiografía de Torax para detección de Tuberculosis-50140,RID13173,normal
Radiografía de Torax para detección de Tuberculosis-50140,RID5791,enlarged
Radiografía de Torax para detección de Tuberculosis-50140,RID36044,decreased
Radiografía de Torax para detección de Tuberculosis-50140,RID3798,lymphadenopathy
Radiografía de Torax para detección de Tuberculosis-50140,RID7726,paratracheal lymph node
Radiografía de Torax para detección de Tuberculosis-50140,RID28473,absent
Radiografía de Torax para detección de Tuberculosis-50140,RID28472,present
Radiografía de Torax para detección de Tuberculosis-50140,RID3798,lymphadenopathy
Radiografía de Torax para detección de Tuberculosis-50140,RID1497,bronchopulmonary lymph node
Radiografía de Torax para detección de Tuberculosis-50140,RID28454,none
Radiografía de Torax para detección de Tuberculosis-50140,RID5825,right
Radiografía de Torax para detección de Tuberculosis-50140,RID5824,left
